customer_id,Recency,Frequency,Monetary,Cluster,discount_amount,category,Recency_scaled,Frequency_scaled,Monetary_scaled,discount_amount_scaled,category_scaled,new_Cluster,segment
CUST00059,3,3,2852.63,0,946.702,2,-1.065589196,-0.163844165,0.142330934,0.508848359,-0.278745838,3,loyal customers
CUST00060,146,1,293.22,1,105.5592,1,0.719216282,-1.003173935,-1.060026005,-0.971287874,-1.072328294,2,New/churn customers
CUST00061,15,4,1966.09,0,806.8394,4,-0.91581531,0.255820719,-0.274146895,0.262735925,1.308419074,3,loyal customers
CUST00062,22,4,2805.19,0,676.0032,3,-0.82844721,0.255820719,0.120044621,0.032507003,0.514836618,3,loyal customers
CUST00063,217,1,397.69,1,87.4918,1,1.605378443,-1.003173935,-1.010948198,-1.003080589,-1.072328294,0,At-Risk/dormant Segment
CUST00064,3,1,654.93,2,281.6199,1,-1.065589196,-1.003173935,-0.890102261,-0.661478623,-1.072328294,2,New/churn customers
CUST00065,7,1,1911.67,2,0,1,-1.015664568,-1.003173935,-0.299712265,-1.157037543,-1.072328294,2,New/churn customers
CUST00066,321,5,4598.95,4,1251.353,5,2.903418791,0.675485604,0.962715308,1.044934483,2.10200153,4,Potential Big Spenders
CUST00067,64,2,1246.44,2,238.6374,2,-0.304238608,-0.58350905,-0.612223315,-0.737113765,-0.278745838,2,New/churn customers
CUST00068,347,3,2123.66,4,525.6242,3,3.227928878,-0.163844165,-0.200123826,-0.232110856,0.514836618,0,At-Risk/dormant Segment
CUST00069,30,2,874.47,2,193.4495,2,-0.728597952,-0.58350905,-0.786966991,-0.816629691,-0.278745838,2,New/churn customers
CUST00070,39,1,542.98,2,184.6132,1,-0.616267537,-1.003173935,-0.942694014,-0.832178689,-1.072328294,2,New/churn customers
CUST00071,33,1,2062.5,2,165,1,-0.691154481,-1.003173935,-0.228855506,-0.866691506,-1.072328294,2,New/churn customers
CUST00072,91,4,2587.02,0,616.9264,3,0.032752637,0.255820719,0.017552948,-0.071448844,0.514836618,3,loyal customers
CUST00073,9,5,4077.07,0,512.0253,3,-0.990702253,0.675485604,0.71754707,-0.256040473,0.514836618,3,loyal customers
CUST00074,8,4,2523.65,0,862.132,4,-1.00318341,0.255820719,-0.012216944,0.360032817,1.308419074,3,loyal customers
CUST00075,4,9,6791.61,3,2008.6252,5,-1.053108039,2.354145142,1.992780818,2.37748589,2.10200153,1,Discount-Sensitive customers
CUST00076,21,2,1385.27,2,306.6879,1,-0.840928367,-0.58350905,-0.547003904,-0.617367141,-1.072328294,2,New/churn customers
CUST00077,110,1,394.32,1,141.9552,1,0.269894623,-1.003173935,-1.012531353,-0.907242818,-1.072328294,2,New/churn customers
CUST00078,140,1,894.45,1,375.669,1,0.644329339,-1.003173935,-0.777580807,-0.495982965,-1.072328294,2,New/churn customers
CUST00079,192,1,619.57,1,30.9785,1,1.293349513,-1.003173935,-0.906713645,-1.102525515,-1.072328294,0,At-Risk/dormant Segment
CUST00080,51,3,2563.41,0,399.2415,3,-0.466493651,-0.163844165,0.006461467,-0.454503075,0.514836618,3,loyal customers
CUST00081,20,8,5311.16,3,880.8683,4,-0.853409524,1.934480258,1.297296573,0.393002578,1.308419074,4,Potential Big Spenders
CUST00082,255,3,1671.25,4,251.767,2,2.079662417,-0.163844165,-0.41265652,-0.714009963,-0.278745838,0,At-Risk/dormant Segment
CUST00083,90,2,806.87,2,272.3347,1,0.020271479,-0.58350905,-0.818724048,-0.677817538,-1.072328294,2,New/churn customers
CUST00084,168,1,1273.18,1,152.7816,1,0.993801741,-1.003173935,-0.599661426,-0.888191894,-1.072328294,0,At-Risk/dormant Segment
CUST00085,15,1,1257.8,2,251.56,1,-0.91581531,-1.003173935,-0.606886626,-0.714374216,-1.072328294,2,New/churn customers
CUST00086,22,5,2195.41,0,599.9298,1,-0.82844721,0.675485604,-0.166417186,-0.101357302,-1.072328294,3,loyal customers
CUST00087,45,1,933.58,2,354.7604,1,-0.541380594,-1.003173935,-0.759198357,-0.532775263,-1.072328294,2,New/churn customers
CUST00088,99,12,6774.5,3,2445.9899,5,0.132601894,3.613139796,1.9847429,3.147104723,2.10200153,1,Discount-Sensitive customers
CUST00089,166,2,2825.75,1,736.625,2,0.968839426,-0.58350905,0.129703276,0.139181544,-0.278745838,0,At-Risk/dormant Segment
CUST00090,81,4,1966.31,0,714.6094,3,-0.092058935,0.255820719,-0.274043543,0.100441289,0.514836618,3,loyal customers
CUST00091,91,4,3726.87,0,453.377,3,0.032752637,0.255820719,0.553030483,-0.3592423,0.514836618,3,loyal customers
CUST00092,22,1,430.85,2,112.021,1,-0.82844721,-1.003173935,-0.995370328,-0.95991722,-1.072328294,2,New/churn customers
CUST00093,86,1,759.64,2,91.1568,1,-0.029653149,-1.003173935,-0.840911707,-0.996631388,-1.072328294,2,New/churn customers
CUST00094,184,4,3557.43,4,676.6561,3,1.193500256,0.255820719,0.473431138,0.033655893,0.514836618,3,loyal customers
CUST00095,66,1,372.65,2,152.7865,1,-0.279276293,-1.003173935,-1.022711463,-0.888183272,-1.072328294,2,New/churn customers
CUST00096,62,3,1563.75,2,467.5298,3,-0.329200922,-0.163844165,-0.463157757,-0.334338,0.514836618,3,loyal customers
CUST00097,2,7,4703.46,3,1766.3385,4,-1.078070354,1.514815373,1.011811906,1.951140538,1.308419074,4,Potential Big Spenders
CUST00098,185,2,1843.57,1,370.95,2,1.205981413,-0.58350905,-0.331704212,-0.504286862,-0.278745838,0,At-Risk/dormant Segment
CUST00099,145,5,3410.87,0,577.6696,4,0.706735125,0.675485604,0.404580335,-0.140527973,1.308419074,3,loyal customers
CUST00100,71,1,372.37,2,107.9873,1,-0.216870507,-1.003173935,-1.022843001,-0.967015212,-1.072328294,2,New/churn customers
CUST00101,109,5,3514.87,0,908.9555,5,0.257413466,0.675485604,0.453437345,0.442426864,2.10200153,4,Potential Big Spenders
CUST00102,84,1,732.65,2,117.224,1,-0.054615464,-1.003173935,-0.853591041,-0.950761641,-1.072328294,2,New/churn customers
CUST00103,22,1,1469.96,2,117.5968,1,-0.82844721,-1.003173935,-0.507218325,-0.950105635,-1.072328294,2,New/churn customers
CUST00104,94,1,955.63,2,296.2453,1,0.070196108,-1.003173935,-0.748839731,-0.635742702,-1.072328294,2,New/churn customers
CUST00105,47,1,2052.43,2,369.4374,1,-0.51641828,-1.003173935,-0.23358618,-0.506948543,-1.072328294,2,New/churn customers
CUST00106,62,7,4352.11,0,1251.4277,4,-0.329200922,1.514815373,0.846755072,1.045065931,1.308419074,4,Potential Big Spenders
CUST00107,13,3,3548.15,0,393.5748,2,-0.940777625,-0.163844165,0.469071589,-0.464474613,-0.278745838,3,loyal customers
CUST00108,45,1,1074.5,2,236.39,1,-0.541380594,-1.003173935,-0.692997108,-0.741068454,-1.072328294,2,New/churn customers
CUST00109,93,5,3837.05,0,1194.8963,3,0.057714951,0.675485604,0.604790727,0.945589155,0.514836618,4,Potential Big Spenders
CUST00110,36,6,3922.07,0,775.041,4,-0.653711009,1.095150489,0.644731333,0.20678114,1.308419074,4,Potential Big Spenders
CUST00111,179,1,1135.09,1,261.0707,1,1.13109447,-1.003173935,-0.664533201,-0.697638494,-1.072328294,0,At-Risk/dormant Segment
CUST00112,1,8,5576.25,3,1422.2363,4,-1.090551511,1.934480258,1.421830275,1.345633204,1.308419074,4,Potential Big Spenders
CUST00113,29,2,1601.31,2,646.4199,2,-0.741079109,-0.58350905,-0.44551286,-0.01954993,-0.278745838,2,New/churn customers
CUST00114,240,6,5133.53,4,1409.4369,4,1.892445059,1.095150489,1.213849739,1.323110446,1.308419074,4,Potential Big Spenders
CUST00115,160,1,596.54,1,83.5156,1,0.893952483,-1.003173935,-0.917532654,-1.010077401,-1.072328294,2,New/churn customers
CUST00116,144,6,5635.9,3,939.4064,5,0.694253968,1.095150489,1.449852589,0.496010489,2.10200153,4,Potential Big Spenders
CUST00117,124,4,2534.33,0,416.3133,4,0.444630824,0.255820719,-0.007199705,-0.42446229,1.308419074,3,loyal customers
CUST00118,28,1,689.56,2,124.1208,1,-0.753560267,-1.003173935,-0.873833816,-0.938625529,-1.072328294,2,New/churn customers
CUST00119,70,3,2848.36,0,833.1762,1,-0.229351664,-0.163844165,0.140324978,0.309080079,-1.072328294,3,loyal customers
CUST00120,27,1,261.95,2,70.7265,1,-0.766041424,-1.003173935,-1.074715992,-1.032582034,-1.072328294,2,New/churn customers
CUST00121,28,2,2496.03,2,474.1559,1,-0.753560267,-0.58350905,-0.025192239,-0.322678231,-1.072328294,2,New/churn customers
CUST00122,107,2,2048.93,1,760.6723,2,0.232451152,-0.58350905,-0.235230407,0.181496928,-0.278745838,3,loyal customers
CUST00123,103,6,2989.07,0,1011.0286,3,0.182526523,1.095150489,0.206427574,0.622042137,0.514836618,4,Potential Big Spenders
CUST00124,195,4,2570.5,4,833.7332,2,1.330792985,0.255820719,0.0097922,0.310060217,-0.278745838,0,At-Risk/dormant Segment
CUST00125,9,2,1698.4,2,646.0405,2,-0.990702253,-0.58350905,-0.399902022,-0.02021755,-0.278745838,2,New/churn customers
CUST00126,58,2,1260.02,2,640.3882,1,-0.379125551,-0.58350905,-0.605843717,-0.030163749,-1.072328294,2,New/churn customers
CUST00127,25,2,729.55,2,209.5425,1,-0.791003738,-0.58350905,-0.855047356,-0.788311274,-1.072328294,2,New/churn customers
CUST00128,20,2,1716.68,2,743.9622,1,-0.853409524,-0.58350905,-0.391314462,0.152092617,-1.072328294,2,New/churn customers
CUST00129,84,3,3369.08,0,866.0572,2,-0.054615464,-0.163844165,0.384948273,0.366939886,-0.278745838,3,loyal customers
CUST00130,89,1,1272.47,2,610.7856,1,0.007790322,-1.003173935,-0.599994969,-0.082254644,-1.072328294,2,New/churn customers
CUST00131,68,6,6830.01,3,1814.0079,3,-0.254313979,1.095150489,2.01082033,2.035023092,0.514836618,4,Potential Big Spenders
CUST00132,118,5,4876.78,0,1521.5003,3,0.369743881,0.675485604,1.093233994,1.52030538,0.514836618,4,Potential Big Spenders
CUST00133,55,8,5982.58,3,1562.6325,4,-0.416569022,1.934480258,1.612715555,1.5926846,1.308419074,4,Potential Big Spenders
CUST00134,36,5,4075.34,0,1268.4013,3,-0.653711009,0.675485604,0.716734353,1.074933916,0.514836618,4,Potential Big Spenders
CUST00135,334,4,2534.18,4,835.6506,3,3.065673835,0.255820719,-0.007270172,0.313434214,0.514836618,0,At-Risk/dormant Segment
CUST00136,72,1,514.9,2,154.47,1,-0.20438935,-1.003173935,-0.955885407,-0.885220862,-1.072328294,2,New/churn customers
CUST00137,178,2,1035.87,1,330.2047,2,1.118613313,-0.58350905,-0.711144668,-0.575985264,-0.278745838,0,At-Risk/dormant Segment
CUST00138,62,1,905.11,2,416.3506,1,-0.329200922,-1.003173935,-0.772572964,-0.424396654,-1.072328294,2,New/churn customers
CUST00139,29,2,1715.4,2,565.973,2,-0.741079109,-0.58350905,-0.391915779,-0.161110164,-0.278745838,2,New/churn customers
CUST00140,7,4,3768.34,0,910.773,3,-1.015664568,0.255820719,0.572512216,0.44562507,0.514836618,3,loyal customers
CUST00141,29,1,647.85,2,149.0055,1,-0.741079109,-1.003173935,-0.893428296,-0.894836595,-1.072328294,2,New/churn customers
CUST00142,170,5,1880,1,724.6199,4,1.018764055,0.675485604,-0.314590164,0.118056495,1.308419074,3,loyal customers
CUST00143,33,6,7407.96,3,963.5982,4,-0.691154481,1.095150489,2.282329073,0.538580145,1.308419074,4,Potential Big Spenders
CUST00144,87,9,6186.54,3,1927.8851,5,-0.017171992,2.354145142,1.708531669,2.23540972,2.10200153,1,Discount-Sensitive customers
CUST00145,31,1,502.35,2,55.2585,1,-0.716116795,-1.003173935,-0.961781133,-1.059800655,-1.072328294,2,New/churn customers
CUST00146,109,5,5942.68,0,1119.3769,5,0.257413466,0.675485604,1.593971375,0.81269971,2.10200153,4,Potential Big Spenders
CUST00147,85,3,2809.32,0,426.3452,2,-0.042134306,-0.163844165,0.121984808,-0.406809427,-0.278745838,3,loyal customers
CUST00148,5,4,3013.01,0,649.9361,3,-1.040626882,0.255820719,0.217674082,-0.013362568,0.514836618,3,loyal customers
CUST00149,9,1,787.94,2,157.588,1,-0.990702253,-1.003173935,-0.827616963,-0.879734202,-1.072328294,2,New/churn customers
CUST00150,46,3,1355.63,2,471.908,3,-0.528899437,-0.163844165,-0.560928152,-0.3266338,0.514836618,3,loyal customers
CUST00151,63,7,5530.69,3,1534.294,5,-0.316719765,1.514815373,1.400427146,1.542818108,2.10200153,4,Potential Big Spenders
CUST00152,47,7,4989.28,3,1904.2691,3,-0.51641828,1.514815373,1.146084125,2.193853284,0.514836618,4,Potential Big Spenders
CUST00153,4,1,977.12,2,361.5344,1,-1.053108039,-1.003173935,-0.738744182,-0.520855239,-1.072328294,2,New/churn customers
CUST00154,11,8,7145.24,3,1702.2744,4,-0.965739939,1.934480258,2.158908748,1.838408674,1.308419074,1,Discount-Sensitive customers
CUST00155,3,3,2024.8,2,830.862,2,-1.065589196,-0.163844165,-0.246566173,0.305007844,-0.278745838,3,loyal customers
CUST00156,35,2,4241.75,0,597.706,1,-0.666192166,-0.58350905,0.794910268,-0.105270462,-1.072328294,2,New/churn customers
CUST00157,1,5,2269.91,0,497.8328,3,-1.090551511,0.675485604,-0.131418655,-0.281014631,0.514836618,3,loyal customers
CUST00158,156,1,812.34,1,203.085,1,0.844027854,-1.003173935,-0.816154357,-0.799674362,-1.072328294,2,New/churn customers
CUST00159,475,2,3713.77,4,698.8309,2,4.825516999,-0.58350905,0.546876378,0.072676289,-0.278745838,0,At-Risk/dormant Segment
CUST00160,178,2,1064.66,1,314.3346,2,1.118613313,-0.58350905,-0.697619733,-0.60391145,-0.278745838,0,At-Risk/dormant Segment
CUST00161,21,4,4490.9,0,976.8344,3,-0.840928367,0.255820719,0.911955693,0.561871528,0.514836618,3,loyal customers
CUST00162,92,2,1194.59,2,346.8304,1,0.045233794,-0.58350905,-0.636581354,-0.54672947,-1.072328294,2,New/churn customers
CUST00163,71,1,275.41,2,101.9017,1,-0.216870507,-1.003173935,-1.068392768,-0.977723878,-1.072328294,2,New/churn customers
CUST00164,223,5,4657.03,4,1320.2144,4,1.680265386,0.675485604,0.99000007,1.166108026,1.308419074,4,Potential Big Spenders
CUST00165,104,3,1825.77,1,576.8631,1,0.19500768,-0.163844165,-0.340066277,-0.14194715,-1.072328294,2,New/churn customers
CUST00166,16,1,1269.41,2,469.6817,1,-0.903334153,-1.003173935,-0.601432493,-0.33055136,-1.072328294,2,New/churn customers
CUST00167,220,1,423.24,1,101.5776,1,1.642821915,-1.003173935,-0.998945346,-0.978294188,-1.072328294,0,At-Risk/dormant Segment
CUST00168,86,4,4159.16,0,645.3158,3,-0.029653149,0.255820719,0.756111224,-0.021492785,0.514836618,3,loyal customers
CUST00169,223,1,1799.45,1,215.934,1,1.680265386,-1.003173935,-0.352430859,-0.777064324,-1.072328294,0,At-Risk/dormant Segment
CUST00170,10,10,6759.48,3,1600.1469,3,-0.978221096,2.773810027,1.97768682,1.658697675,0.514836618,1,Discount-Sensitive customers
CUST00171,13,1,1077.78,2,409.5564,1,-0.940777625,-1.003173935,-0.691456233,-0.436352224,-1.072328294,2,New/churn customers
CUST00172,9,7,4910.65,3,1704.8528,4,-0.990702253,1.514815373,1.109145406,1.842945815,1.308419074,4,Potential Big Spenders
CUST00173,80,5,1431.69,0,546.0298,2,-0.104540092,0.675485604,-0.525196765,-0.196203674,-0.278745838,3,loyal customers
CUST00174,87,6,2361.28,0,559.9669,4,-0.017171992,1.095150489,-0.088494952,-0.171678936,1.308419074,3,loyal customers
CUST00175,60,4,3568.32,0,775.7277,3,-0.354163236,0.255820719,0.47854703,0.207989508,0.514836618,3,loyal customers
CUST00176,38,3,3830.31,0,1326.3487,3,-0.628748695,-0.163844165,0.601624417,1.176902388,0.514836618,3,loyal customers
CUST00177,83,2,1003.66,2,481.4268,1,-0.067096621,-0.58350905,-0.726276248,-0.309883825,-1.072328294,2,New/churn customers
CUST00178,6,8,5602.76,3,1673.9637,6,-1.028145725,1.934480258,1.434284115,1.788591101,2.895583986,1,Discount-Sensitive customers
CUST00179,39,3,1585.62,2,708.7292,2,-0.616267537,-0.163844165,-0.452883691,0.09009406,-0.278745838,3,loyal customers
CUST00180,97,2,1570.85,1,418.0852,1,0.10763958,-0.58350905,-0.459822326,-0.421344326,-1.072328294,2,New/churn customers
CUST00181,7,1,1107.73,2,0,1,-1.015664568,-1.003173935,-0.677386353,-1.157037543,-1.072328294,2,New/churn customers
CUST00182,32,1,305.3,2,94.643,1,-0.703635638,-1.003173935,-1.054351075,-0.990496816,-1.072328294,2,New/churn customers
CUST00183,153,3,3246.89,1,751.1952,3,0.806584383,-0.163844165,0.327545983,0.164820331,0.514836618,3,loyal customers
CUST00184,15,5,5072.85,0,1273.7716,3,-0.91581531,0.675485604,1.185343552,1.084383887,0.514836618,4,Potential Big Spenders
CUST00185,115,7,4179.18,0,1474.3678,5,0.332300409,1.514815373,0.765516199,1.437367594,2.10200153,4,Potential Big Spenders
CUST00186,42,1,714.65,2,235.8345,1,-0.578824066,-1.003173935,-0.862047062,-0.742045953,-1.072328294,2,New/churn customers
CUST00187,150,3,1344.75,1,703.5044,3,0.769140911,-0.163844165,-0.566039347,0.08090012,0.514836618,3,loyal customers
CUST00188,30,7,5810.17,3,1773.0828,4,-0.728597952,1.514815373,1.531720966,1.9630083,1.308419074,4,Potential Big Spenders
CUST00189,141,9,5900.65,3,1351.8309,5,0.656810496,2.354145142,1.574226566,1.221742726,2.10200153,4,Potential Big Spenders
CUST00190,7,1,482.88,2,62.7744,1,-1.015664568,-1.003173935,-0.970927729,-1.04657513,-1.072328294,2,New/churn customers
CUST00191,29,1,149,2,50.66,1,-0.741079109,-1.003173935,-1.127777525,-1.067892512,-1.072328294,2,New/churn customers
CUST00192,56,3,2263.95,2,563.2605,3,-0.404087865,-0.163844165,-0.134218537,-0.165883277,0.514836618,3,loyal customers
CUST00193,158,1,424.74,1,89.1954,1,0.868990169,-1.003173935,-0.998240677,-1.00008281,-1.072328294,2,New/churn customers
CUST00194,81,5,3878.09,0,1480.9407,3,-0.092058935,0.675485604,0.624070455,1.448933749,0.514836618,4,Potential Big Spenders
CUST00195,24,1,654.27,2,111.2259,1,-0.803484895,-1.003173935,-0.890412315,-0.961316336,-1.072328294,2,New/churn customers
CUST00196,25,2,1272.38,2,367.3672,2,-0.791003738,-0.58350905,-0.600037249,-0.510591418,-0.278745838,2,New/churn customers
CUST00197,16,9,8552.59,3,2262.4997,6,-0.903334153,2.354145142,2.820052151,2.824221981,2.895583986,1,Discount-Sensitive customers
CUST00198,38,9,7595.96,3,2028.631,4,-0.628748695,2.354145142,2.370647515,2.412689555,1.308419074,1,Discount-Sensitive customers
CUST00199,7,4,3273.56,0,631.5212,4,-1.015664568,0.255820719,0.340074987,-0.04576677,1.308419074,3,loyal customers
CUST00200,16,6,6239.45,3,1161.1108,4,-0.903334153,1.095150489,1.733387674,0.886137725,1.308419074,4,Potential Big Spenders
CUST00201,94,7,6691.56,3,1662.2899,5,0.070196108,1.514815373,1.945779434,1.768049031,2.10200153,1,Discount-Sensitive customers
CUST00202,142,1,1220.26,1,402.6858,1,0.669291654,-1.003173935,-0.624522128,-0.448442233,-1.072328294,2,New/churn customers
CUST00203,115,2,743.35,1,239.7189,2,0.332300409,-0.58350905,-0.848564407,-0.735210679,-0.278745838,2,New/churn customers
CUST00204,43,5,2706.75,0,833.5907,3,-0.566342909,0.675485604,0.073799581,0.309809464,0.514836618,3,loyal customers
CUST00205,31,5,3202.69,0,719.4232,4,-0.716116795,0.675485604,0.306781753,0.108912002,1.308419074,3,loyal customers
CUST00206,119,10,6479.7,3,1613.7581,4,0.382225038,2.773810027,1.846252066,1.682648935,1.308419074,1,Discount-Sensitive customers
